latitude,longitude,UTMX,UTMY,NO2 (mol/m^2),Elevation,Rainfall,Population,VIIRS,Temperature,WindSpeed
28.770000000000056,77.28000000000023,722593,3184636,0.00014318222309894464,209,61.75,4404.976,12.858698,313.0833333333333,117.5
28.770000000000056,77.29000000000023,723570,3184655,0.00014053201665531942,210,63.666666666666664,4404.9756,8.637083,312.75,120.0
28.770000000000056,77.30000000000024,724547,3184674,0.00014053201665531942,210,63.666666666666664,4404.9756,8.637083,312.75,120.0
28.770000000000056,77.31000000000024,725523,3184693,0.00014053201665531942,210,63.666666666666664,4404.9756,8.637083,312.75,120.0
28.770000000000056,77.32000000000025,726500,3184712,0.0001331804704614601,213,63.666666666666664,4404.976,5.587969,312.75,120.0
28.770000000000056,77.33000000000025,727476,3184731,0.0001331804704614601,213,63.666666666666664,4404.976,5.587969,312.75,120.0
28.780000000000058,76.84,679611,3185001,0.00011136899085791341,218,73.25,1440.9015,2.0280209,308.1666666666667,125.83333333333333
28.780000000000058,76.85000000000001,680587,3185016,0.00011136899085791341,218,73.25,1440.9015,2.0280209,308.1666666666667,125.83333333333333
28.780000000000058,76.86000000000001,681563,3185031,0.00010911153570862308,217,74.16666666666667,1044.1685,1.3783333,307.3333333333333,126.66666666666667
28.780000000000058,76.87000000000002,682540,3185046,0.00010911153570862308,217,74.16666666666667,1044.1685,1.3783333,307.3333333333333,126.66666666666667
28.780000000000058,76.88000000000002,683516,3185062,0.00010911153570862308,217,74.16666666666667,1044.1685,1.3783333,307.3333333333333,126.66666666666667
28.780000000000058,76.89000000000003,684492,3185077,0.00011292244992025795,217,47.166666666666664,602.2461,1.7929167,316.5833333333333,123.33333333333333
28.780000000000058,76.90000000000003,685469,3185093,0.00011292244992025795,217,47.166666666666664,602.2461,1.7929167,316.5833333333333,123.33333333333333
28.780000000000058,76.91000000000004,686445,3185108,0.00011292244992025795,217,47.166666666666664,602.2461,1.7929167,316.5833333333333,123.33333333333333
